song,notes
youve_lost_that_lovin_feelin_tdc,3 1 b7 1 4 3 1 1 b7 4 5 2 3 5 1 5 4 3 2 5 5 4 3 3 2 1 1 3 3 2 1 5 6 7 1 7 1 7 5 5 3 2 3 2 1 3 2 3 2 1 1 1 1 1 2 6 1 2 6 6 7 6 7 7 1 5 7 1 5 5 4 3 1 7 1 4 3 2 1 2 1 b7 6 6 5 5 4 5 4 2 3 5 1 4 3 1 b7 1 4 3 1 1 b7 4 5 5 4 3 5 1 5 4 3 2 5 5 4 3 3 2 1 1 3 3 2 1 5 6 7 1 7 1 7 5 5 3 2 5 1 3 2 1 3 4 3 2 1 1 1 1 2 6 1 2 6 6 7 6 7 7 1 5 7 1 5 5 4 3 1 7 1 4 3 2 1 2 1 b7 6 5 5 4 5 4 2 3 1 1 7 7 6 6 6 6 7 6 5 6 5 5 4 3 3 4 3 4 4 5 5 4 3 1 1 2 1 3 2 3 5 6 5 4 3 7 1 1 1 1 7 7 7 7 7 7 7 7 1 1 6 5 7 1 1 2 1 1 6 1 6 1 6 5 3 2 1 3 2 1 3 3 3 2 1 3 2 1 3 3 3 2 1 1 3 3 3 2 1 3 3 3 3 2 1 3 3 3 3 2 1 1 1 2 6 1 2 6 6 7 6 7 7 1 5 7 1 5 5 4 3 1 7 1 4 3 2 1 2 1 b7 6 6 5 5 5 6 b7 6 5 5 4 5 4 2 3 1 1 1 2 6 1 2 6 6 7 6 7 7 1 5 7 1 5 5 4 3 1 7 1 4 3 2 1 2 1 b7 6 6 5 5
tangled_up_in_blue_dt,2 b3 3 3 2 1 2 2 2 5 2 3 3 3 1 2 3 3 3 2 1 2 2 3 7 7 1 1 6 1 2 3 1 3 2 2 2 2 5 b3 3 3 3 1 2 5 2 3 3 3 2 1 2 2 3 7 7 7 7 7 7 b3 1 4 1 2 2 2 2 2 2 3 3 3 6 5 3 3 3 3 4 2 2 2 2 2 3 6 5 7 5 5 3 5 2 1 2 2 4 4 4 4 1 1 4 4 4 b3 3 3 3 1 2 2 2 b3 3 3 3 3 1 3 3 3 2 1 2 2 3 7 7 7 7 7 7 1 1 1 5 5 5 5 4 4 4 4 5 1 5 5 5 4 4 5 5 4 3 4 4 5 1 1 1 1 1 1 1 1 2 2 2 2 2 3 3 6 6 1 5 5 4 3 5 b7 2 2 2 2 1 2 3 6 6 7 5 b7 1 b3 1 1 1 1 2 2 4 4 2 2 6 2 4 4 4 b3 b3 b3 b3 1 1 2 2 3 b3 3 3 3 3 2 1 2 2 b3 3 3 4 5 1 2 2 b3 7 7 1 1 1 5 4 5 5 5 5 5 4 4 4 5 1 1 b3 b3 b3 b3 b3 1 2 3 3 3 3 3 2 1 2 2 3 7 7 1 1 1 1 4 2 2 2 2 1 2 3 5 3 5 3 5 3 4 1 2 2 2 1 3 3 4 5 7 7 5 7 4 7 1 1 1 2 2 4 4 b3 4 1 4 4 2 3 3 3 3 3 2 1 2 1 2 1 b3 3 3 3 1 2 1 b3 3 3 3 2 1 b3 b3 1 b3 7 7 1 7 1 6 5 5 5 4 3 4 2 6 7 1 1 1 1 3 1 2 2 2 3 3 3 1 2 2 2 4 7 7 7 7 b3 1 b3 7 4 2 2 2 2 2 1 2 3 3 6 3 5 4 3 5 4 3 5 1 2 2 5 2 2 3 3 3 6 3 3 4 4 5 5 5 3 5 1 2 1 2 2 4 4 2 4 1 2 4 4 4 b3 b3 1 b3 1 b3 1 b3 1 b3 b3 b3 1 b3 1 b3 b3 b3 1 1 1 2 2 b3 7 7 7 7 b3 5 4 4 5 5 5 5 1 4 4 4 5 5 5 5 3 4 5 5 5 4 3 4 4 5 5 2 7 1 1 1 5 5 1 2 2 2 2 2 3 4 5 5 5 5 5 3 5 2 2 b3 b3 3 4 5 3 4 5 7 5 4 3 5 2 2 1 2 2 4 5 3 5 1 2 4 4 3 b3 b3 b3 b3 b3 2 2 2 b3 5 b3 b3 b3 1 2 2 2 3 3 3 3 4 4 4 5 1 b3 b3 b3 7 7 1 1 5 5 5 5 5 3 4 4 4 5 1 5 5 5 5 4 3 5 5 5 5 5 5 3 4 4 5 1 3 3 1 1 1 2 2 2 1 1 3 3 4 5 5 3 5 3 5 1 2 2 2 1 2 3 3 6 3 4 5 3 3 2 b3 1 1 1 6 2 2 4 5 b3 5 1 4 4 4 3 1 6 5 2 5 5 5 5 7 5 b3 4 1 1 1 b3 b3 4 1 1 5 5 5 4 3 4 4 5 1 1 1 b3 7 7 7 1 5 5 5 3 5 2 4 5 5 4 3 5 5 5 5 5 5 3 5 5 2 2 1 b3 b3 b3 1 7 7 2 2 2 2 3 3 6 5 7 5 5 4 5 4 5 2 2 2 1 5 2 3 5 5 7 5 3 3 2 1 3 1 2 2 4 5 4 5 3 4 4 4 3 1 7 3 1 3 2 4 4 4
enter_sandman_tdc,b3 b3 b3 1 1 1 1 1 1 b7 1 1 1 1 5 b7 1 b7 1 5 b3 b3 b3 b7 1 1 1 1 1 b7 1 1 1 1 5 b7 1 b7 1 2 2 2 2 4 3 2 4 3 2 4 2 2 6 2 1 2 2 1 1 3 1 2 1 1 1 5 b7 1 1 5 b7 1 1 8 b3 b3 b3 b7 1 1 b3 b3 b3 b3 b3 2 1 1 1 1 5 b7 1 b7 1 b3 b3 b3 b3 b3 b3 b3 b3 b3 1 1 b3 b3 b3 b3 b3 2 1 b3 2 2 2 2 4 3 2 4 3 2 4 2 2 6 2 1 2 2 1 1 3 3 1 2 1 1 1 5 1 1 1 5 b7 1 1 3 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 3 4 2 1 2 2 1 1 3 1 2 1 1 1 2 1 2 2 1 1 3 3 1 2 3 1 5 1 1 1 5 b7 1 1 2 1 b3 1 b3 2 b3 b7 2 1 b7 1 4 2 1 1 b7 1 2 2 1 1 b7 1 5 1 3
family_affair_dt,7 1 3 1 3 4 3 5 4 3 1 3 1 7 7 1 3 1 3 4 3 5 4 3 1 3 1 7 6 3 5 b3 2 1 6 1 6 2 6 6 6 6 5 6 3 2 1 5 6 3 5 5 6 6 5 6 5 6 6 5 6 1 1 2 6 6 1 6 1 3 2 3 2 1 6 1 3 4 3 1 6 b3 2 1 2 6 3 5 6 6 5 6 5 6 6 6 6 2 b3 2 1 6 6 b3 2 b3 1 6 5 6 3 5 6 2 1 6 3 2 1 6 5 6 3 5 6 6 b3 2 b3 2 1 6 5 6 3 5 6 6 1 1 1 2 6 5 6 3 5 6 6 1 1 1 2 6 6 1 6 1 3 2 3 2 1 6 1 6 5 6 6 1 6 1 3 2 3 2 1 6 1 3 4 3 1 2 7 1 3 1 3 4 3 5 4 3 1 3 1 7 7 1 3 1 3 4 3 5 4 3 1 3 1 7
a_hard_days_night_tdc,5 5 5 5 5 4 5 b7 5 4 5 4 3 4 4 3 5 5 5 5 5 4 5 b7 5 4 5 4 3 4 5 5 6 b6 5 4 5 6 6 7 b7 6 5 3 4 3 5 1 b3 4 b3 4 4 3 5 5 5 4 5 4 5 b7 4 5 4 5 4 3 4 3 5 5 5 5 5 5 5 4 5 4 5 b7 5 4 5 4 3 5 5 5 6 b6 5 4 5 6 6 7 b7 6 5 3 4 3 5 1 b3 4 b3 5 1 6 7 1 7 6 6 7 1 6 7 5 7 1 1 7 6 6 7 1 2 2 2 3 4 3 5 5 5 4 5 4 5 b7 5 4 5 4 3 3 4 3 5 5 5 5 5 4 5 b7 5 4 5 4 3 4 5 5 6 b6 5 4 5 6 6 7 b7 6 5 3 4 3 5 1 b3 4 b3 8 5 5 5 6 b6 5 4 5 6 6 7 b7 6 5 3 4 3 5 1 b3 4 b3 5 1 7 1 7 6 6 7 1 6 7 5 5 7 1 1 7 6 6 7 1 2 2 2 3 4 3 5 5 5 4 5 4 5 b7 5 4 5 4 3 4 4 3 5 5 5 4 3 4 5 4 5 b7 5 4 5 4 3 5 5 5 6 b6 5 4 5 6 6 7 b7 6 5 3 4 3 5 1 b3 4 b3 3 4 3 5 1 b3 4 b3 3 4 3 5 5 5 4
bizarre_love_triangle_dt,3 3 3 3 2 1 7 7 7 1 1 2 2 2 3 1 7 6 1 6 1 1 1 1 1 6 1 1 2 1 3 7 7 7 7 7 6 7 1 7 6 3 3 3 3 5 4 3 2 7 2 1 2 1 2 3 1 7 6 6 1 6 1 1 6 1 1 6 1 1 2 2 3 7 7 7 7 6 7 1 7 6 8 6 7 1 2 3 2 1 2 5 5 4 3 2 1 2 6 5 6 7 1 2 3 2 1 7 5 5 4 3 2 1 2 6 8 3 3 3 3 5 4 3 2 6 2 1 2 3 1 7 6 6 1 6 1 1 6 1 1 6 1 1 2 1 3 3 3 2 7 7 7 7 6 7 1 7 6 3 3 3 3 5 4 3 2 6 2 2 3 1 7 6 6 1 6 1 1 1 1 1 6 1 1 2 1 3 3 1 1 7 7 7 7 6 7 1 7 6 8 6 7 1 2 3 2 1 2 5 5 4 3 2 1 2 6 5 6 7 1 2 3 2 1 7 5 5 4 3 2 1 2 6 4 4 2 4 4 4 9 1 6 6 7 1 2 3 2 1 7 5 5 4 3 2 1 2 6 4 6 7 1 2 3 2 1 2 5 5 4 3 2 1 2 6 9
walk_on_by_tdc,5 5 5 5 5 4 b3 4 5 b3 4 b3 4 b3 2 b3 2 1 3 3 2 3 4 3 2 1 6 6 6 5 6 5 1 2 3 4 3 5 6 6 5 6 1 3 2 4 3 2 4 3 2 3 2 1 2 3 5 6 1 2 3 5 6 1 5 3 5 6 1 2 3 2 3 2 3 3 2 1 5 6 1 1 6 6 5 3 4 3 2 6 6 5 6 5 1 2 3 4 3 5 6 6 5 6 1 3 2 4 3 2 4 3 2 3 2 1 2 3 2 3 2 3 3 2 1 5 6 1 2 3 5 6 1 5 3 5 6 1 2 3 5 6 1 2 1 2 1 6 6 5 3 3 2 6 6 5 6 5 1 2 3 4 3 5 6 6 5 6 1 3 2 4 3 2 4 3 2 3 2 1 2 3 2 3 2 3 3 2 1 5 6 1 2 3 5 6 1 5 3 6 6 1 1 1 1 6 5 3 1 3 6 6 1 1 1 1 6 5 3 1 3 6 6 1 1 1 1 6 5 3 1 3 5 6 1 6 6 1 1 1 1 6 5 3 1 3 6 6 1 1 1 1 6 5 3 1 3
the_weight_dt,6 1 1 1 3 3 3 3 2 1 1 1 1 1 6 1 1 1 3 3 2 1 1 1 6 3 5 6 6 6 6 5 6 3 3 2 2 1 1 6 1 6 1 1 1 3 3 3 2 1 1 1 1 1 5 5 5 3 1 1 5 5 5 1 3 5 5 5 3 1 1 1 6 3 4 1 6 1 1 1 3 4 4 6 1 1 1 3 2 3 2 1 1 6 1 6 1 1 6 1 3 3 3 3 3 3 2 1 1 1 5 2 3 1 6 6 6 3 3 b3 1 1 1 1 1 1 1 3 3 3 3 3 1 2 1 1 2 1 5 5 5 1 3 1 5 5 6 1 3 5 5 5 6 1 1 1 6 3 4 1 6 1 1 1 3 4 4 1 1 1 3 3 3 2 1 1 1 1 1 1 1 3 5 5 6 6 6 5 6 5 6 5 3 6 6 5 6 3 b3 3 2 1 1 1 1 1 1 1 1 1 3 3 3 3 1 2 1 1 1 1 2 3 2 1 5 5 5 3 1 1 5 5 6 1 3 5 5 5 6 1 1 1 6 3 4 1 6 1 1 1 3 4 4 1 1 1 1 3 3 3 3 3 2 1 1 1 1 6 5 1 1 1 1 3 3 3 3 2 1 1 1 6 3 5 5 6 6 3 5 3 6 6 3 2 1 1 1 1 1 1 1 1 3 3 3 3 2 1 1 2 1 6 6 5 6 6 1 1 5 5 6 5 3 5 5 5 3 1 1 1 6 3 4 1 6 1 1 1 3 4 4 4 1 1 3 3 3 3 3 2 1 1 6 1 1 1 1 3 3 3 3 3 2 1 1 1 6 3 5 1 6 6 5 6 6 3 3 3 4 4 5 5 3 1 1 1 1 3 3 3 3 1 1 1 2 1 5 5 5 3 1 1 5 5 6 1 3 5 5 5 6 1 1 1 6 3 4 1 6 1 1 1 3 4 4 4
the_boxer_dt,5 5 5 6 5 3 3 4 5 5 1 7 6 6 7 6 5 5 6 5 2 2 3 4 4 4 4 4 3 1 2 4 3 1 1 1 7 1 1 1 1 7 7 7 7 6 6 6 6 7 6 5 5 4 3 5 2 4 4 3 2 4 4 3 5 3 4 5 5 5 5 5 5 4 3 3 3 5 1 1 7 6 6 7 6 5 5 5 5 2 2 3 4 4 4 4 4 3 1 2 4 3 1 1 7 1 1 1 1 7 7 7 7 6 6 6 6 7 6 5 5 3 4 5 2 2 2 4 4 3 2 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 3 4 5 5 5 5 5 3 3 3 5 3 2 1 3 3 3 3 3 3 2 2 2 4 4 4 4 4 3 1 2 4 3 3 1 1 7 1 1 1 1 7 7 7 7 6 6 6 6 7 6 5 5 5 5 5 5 5 5 5 2 4 4 4 9 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 3 4 5 5 5 5 5 3 3 3 5 1 1 7 6 6 3 5 2 3 4 4 4 4 4 3 1 2 4 3 3 1 7 5 6 6 3 5 2 4 4 4 3 4 5 5 5 5 5 3 3 4 5 5 1 7 6 6 7 6 5 5 6 5 2 2 4 4 4 4 4 3 1 2 4 3 1 2 4 3 5 5 5 1 1 7 1 1 1 1 7 7 7 7 6 6 6 6 7 6 5 5 4 3 5 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 1 1 1 7 7 6 5 1 7 1 2 3 4 3 2 1 2 1 1 1 7 1 9
you_cant_always_get_what_you_want_dt,1 3 3 2 3 3 2 1 4 6 1 3 3 3 2 1 1 1 4 6 1 3 3 2 3 2 1 4 6 1 1 3 3 2 2 1 4 6 1 1 3 3 2 3 2 1 4 6 1 3 3 2 3 2 1 4 6 1 3 3 2 3 2 1 4 6 1 1 1 3 2 6 6 1 1 4 4 4 2 4 3 4 4 7 1 3 3 1 3 2 2 1 3 6 1 3 3 3 1 2 1 2 6 1 3 3 2 3 2 3 2 1 3 6 1 1 3 3 3 3 2 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 6 1 1 1 3 2 6 5 6 1 6 5 4 1 4 4 4 3 b3 6 b3 b3 b3 b3 1 1 3 2 1 2 1 2 1 2 6 1 3 2 1 3 2 1 2 1 2 6 1 1 3 3 1 3 2 1 3 6 1 1 3 5 3 1 3 5 3 1 2 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 6 1 1 1 3 2 6 6 6 1 1 6 5 4 1 4 4 4 3 b3 6 1 b3 b3 1 3 2 1 6 5 b3 1 b3 1 b3 6 1 3 2 1 3 2 1 2 6 1 1 3 3 3 3 3 2 1 3 6 1 3 3 3 3 2 1 3 6 2 1 3 5 5 3 2 1 2 1 2 6 1 3 2 1 3 2 1 b3 1 2 6 1 3 5 3 2 1 2 2 1 b3 2 1 b3 2 1 3 5 3 2 1 1 2 1 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 1 1 1 3 2 6 6 1 1 6 1 4 4 4 3 3 5 5 7 1 4 4 4 3 1 3 3 2 3 3 2 1 3 6 1 1 3 3 5 3 2 2 6 1 1 3 3 3 2 3 3 2 b3 6 1 1 1 3 3 2 1 3 b3 b3 6 1 3 3 3 3 2 1 2 6 1 3 3 3 3 2 1 2 1 1 3 3 3 3 2 1 2 1 1 1 1 3 2 6 6 1 1 6 1 4 4 4 1 4 4 4 3 b3 6 4 3 3 3 3 2 1 b3 3 3 1 6 1 3 3 3 3 2 1 2 6 4 4 b3 b3 1 3 3 3 3 2 1 b3 3 1 1 1 3 2 6 6 1 1 6 6 4 4 4 2 4 1 4 3 2 3 3 6 2 5
loser_tdc,2 4 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 2 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 2 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1 1 3 5 1 2 1 b7 1 2 1 b7 5 4 4 4 5 3 1
long_tall_sally_dt,3 3 3 3 3 3 3 3 3 3 1 3 3 3 3 3 3 3 3 3 3 3 3 3 2 1 2 b5 4 3 1 1 3 1 7 5 3 2 7 6 5 5 6 1 1 2 2 1 1 6 5 1 6 5 3 3 3 3 3 3 3 3 3 3 3 2 1 6 3 3 3 3 3 3 3 3 3 2 1 b5 4 3 1 2 3 1 7 5 3 2 7 6 5 5 6 1 1 2 2 1 1 6 5 1 6 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 2 b5 4 3 1 2 3 1 7 5 3 2 7 6 5 5 6 1 1 2 2 1 1 6 5 1 3 1 2 1 1 3 3 3 3 3 3 3 3 3 3 3 2 1 6 3 3 3 3 3 3 3 3 3 2 1 b5 4 3 1 3 b3 2 1 6 5 1 7 5 3 2 7 6 5 5 6 1 1 2 2 1 1 6 5 1 6 5 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 1 2 b5 4 3 1 3 b3 2 1 6 5 1 7 5 3 2 7 6 5 5 6 1 1 2 2 1 1 6 5 1 6 5 3 3 3 3 3 3 1 1 3 3 3 3 3 2 1 1 1 3 3 3 3 3 2 1 6 5 5 3 2 1 1 6 5 2 7 5 6 1 2 2 1 5 4 3 1
god_save_the_queen_dt,1 1 9
suspicious_minds_dt,3 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 3 4 2 3 4 4 4 5 3 4 5 5 5 5 5 4 4 4 3 3 3 2 1 7 6 7 1 1 5 5 3 3 3 3 5 2 1 6 7 1 1 5 5 5 3 1 1 1 2 3 4 3 2 3 3 2 3 4 2 3 4 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 2 3 2 3 2 1 3 3 3 3 4 3 4 4 4 5 4 5 5 5 5 5 4 4 3 3 2 1 7 6 7 1 1 5 5 5 3 3 3 3 5 2 1 6 7 1 1 5 5 5 3 1 1 1 2 3 4 3 2 2 1 1 3 2 1 3 4 4 4 3 2 1 3 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 3 4 2 3 4 4 4 5 4 4 5 5 5 5 5 4 4 4 5 4 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6 3 4 2 3 4 4 4 5 4 5 5 5 5 4 4 4 4 5 4 3 3 2 3 2 1 5 6 1 1 6
roll_over_beethoven_dt,3 3 3 3 3 3 3 3 1 1 1 3 1 1 7 1 1 1 3 3 3 3 3 3 3 3 3 1 1 3 2 1 2 1 1 6 3 3 3 2 1 6 5 6 6 1 1 1 3 6 6 5 6 6 1 1 2 3 2 1 1 2 2 2 1 1 3 5 3 2 2 2 1 1 1 3 2 1 2 1 1 6 5 3 3 3 2 1 6 5 3 1 2 1 1 6 5 7 5 1 1 2 3 2 5 1 1 3 1 3 1 1 3 6 1 6 1 1 1 6 1 1 1 6 1 1 6 3 6 6 6 5 3 3 3 2 1 6 5 5 6 6 1 3 3 1 5 6 1 1 6 1 6 1 6 1 1 1 6 1 6 1 6 1 1 6 1 6 1 1 1 6 5 1 1 1 1 6 1 6 1 5 1 1 1 1 3 3 3 2 1 6 5 3 2 2 1 1 3 1 1 1 3 3 2 2 2 2 1 1 1 3 2 2 2 2 1 1 1 3 3 6 1 1 3 3 1 6 1 1 1 6 1 1 1 1 1 1 1 1 1 5 3 3 1 1 1 5 3 1 2 1 1 6 1 1 7 1 1 1 1 2 3 3 1 6 1 1 6 6 1 1 3 2 2 6 6 1 1 1 1 1 5 6 3 3 3 3 2 1 5 6 6 1 3 1 6 3 3 1 1 1 5 3 3 1 1 1 5 5 3 1 1 1 1 5 3 1 1 1 5 3 3 3 2 2 5 6 1 2 2 1 3 1
fortunate_son_tdc,1 1 b7 1 6 2 1 1 b7 1 b3 6 6 1 1 6 1 6 6 1 6 1 1 2 1 6 1 6 b3 6 6 1 6 1 1 1 1 1 b3 1 1 1 6 2 b3 2 1 6 b3 b7 6 b7 1 1 1 5 1 1 1 6 2 b3 2 1 6 b3 b7 6 6 1 1 1 1 1 1 b7 1 6 2 1 1 b7 1 b3 b7 1 b7 1 1 1 5 b3 6 1 6 1 1 6 2 1 6 1 4 b3 6 1 1 6 1 b7 1 1 1 4 b3 1 1 1 1 6 2 2 2 1 6 4 b7 b7 b7 1 1 1 5 4 1 1 1 6 2 b3 2 1 6 4 b7 b7 b7 1 1 1 1 7 b3 1 1 b7 1 1 2 1 b7 1 b3 6 6 1 6 1 1 1 6 6 1 6 1 1 2 1 1 6 1 b3 6 1 6 1 6 1 1 1 1 1 1 6 2 b3 2 1 6 b3 b7 b7 b7 1 1 1 1 1 1 1 1 6 2 2 2 1 6 b3 6 6 6 1 1 1 1 1 1 1 6 2 2 2 1 6 4 b7 b7 b7 1 1 1 1 1 1 1 6 2 2 2 1 4 b7 b7 b7 1 1 1 1
when_doves_cry_dt,1 1 1 1 2 1 7 7 7 7 7 7 7 7 7 1 7 1 1 1 1 2 1 7 7 7 7 5 7 5 7 5 7 1 1 1 1 1 1 2 1 7 5 7 7 5 7 7 5 7 5 1 1 1 2 1 7 7 1 2 7 7 7 7 7 7 7 7 1 2 1 1 1 1 1 2 1 7 7 7 7 7 7 7 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 7 7 5 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 1 1 5 1 1 1 1 1 2 1 7 7 7 7 7 7 7 5 7 1 2 1 b5 4 3 1 1 4 3 2 1 1 1 1 2 1 7 7 7 7 7 7 1 1 7 5 1 1 1 1 2 1 2 1 7 1 2 7 7 7 7 5 7 7 1 2 1 1 1 1 1 1 2 1 7 7 7 7 7 7 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 7 7 5 7 1 1 1 1 1 1 1 1 7 7 7 7 7 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 7 5 7 1 1 4 5 4 3 4 5 4 4 3 1 3 1 7 3 1 7 5 1 3 4 4 4 1 1 1 1 1 2 1 7 7 7 7 7 7 7 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 7 7 5 7 1 1 1 1 1 1 1 2 1 7 7 7 7 7 7 1 1 5 1 1 1 1 1 2 1 7 7 7 7 7 7 7 5 7 1 3 4 4 3 2 3 4 4 3 3 3 2 2 1 1 7 1 7 b6 3 2 2 1 1 1 7 5 3 2 2 1 1 1 7 5 3 2 2 1 1 1 3 2 2 1 1 1 3 2 2 1 1 1 7 5 3 4 3 3 4 3 3 3 4 3 3 8 1 2 1 3 4 5 b6 5 3 4 4 1 3 4 b6 7 5 3 7 5 3 2 7 5 7 5 4 5 4 3 4 3 1 1 1 4 4 1 1 3 1 7 5 7 1 1 3 1 7 5 3 1 7 3 1 1 1 1 1 1 1 3 1 1 7 5 3
fake_plastic_trees_tdc,1 6 5 1 1 1 5 5 3 3 3 3 2 1 5 5 3 3 3 3 7 1 1 6 5 5 1 1 1 1 1 3 3 1 2 3 3 5 5 3 3 4 3 2 3 3 5 5 2 5 3 3 3 3 2 1 5 3 3 3 3 7 1 1 6 5 1 1 1 5 3 3 3 4 3 1 2 3 2 3 5 7 1 1 6 5 6 5 5 1 1 1 1 5 3 1 2 3 3 5 5 3 3 4 3 2 1 4 3 2 1 5 3 3 3 3 2 1 5 3 3 3 3 7 1 1 6 5 1 1 1 5 5 3 3 3 5 4 3 1 1 3 2 3 5 6 5 6 5 1 6 5 1 1 1 5 5 3 1 2 3 3 5 5 3 3 4 3 2 1 4 3 2 1 1 3 4 5 1 4 4 3 2 2 3 4 1 4 4 3 1 7 1 7 1 5 2 3 2 2 1 1 7
california_dreamin_tdc,1 1 b3 1 b7 b7 5 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 2 5 5 6 5 b3 1 1 b3 1 b7 b7 5 b3 2 1 7 1 1 b3 4 b3 4 b3 2 1 2 1 b7 1 b7 1 b7 1 b7 4 5 b5 b5 4 b3 1 b7 b3 1 b3 1 b3 1 1 2 b5 b5 b5 b5 4 b3 2 b3 2 1 b7 1 b7 b7 1 b7 5 b3 2 b3 2 1 b3 4 b3 4 b3 2 1 6 1 b3 1 b7 1 1 b3 1 b7 b7 5 b3 b3 b3 b3 b3 b3 b3 b3 b3 b3 2 5 5 6 5 b3 1 1 b3 1 b7 b7 5 b3 2 1 7 1 1 b3 4 b3 2 b7 1 b3 4 b3 2 b7 1 b3 4 b3 2 b7 1 2
born_to_be_wild_dt,7 1 1 1 3 1 6 7 7 7 1 1 7 1 3 1 4 3 5 7 1 1 1 1 5 4 3 3 2 1 1 1 1 7 7 1 7 7 6 6 5 6 5 5 7 6 5 4 5 4 3 5 7 6 5 4 4 5 1 1 1 1 3 1 6 7 7 7 1 1 7 1 3 1 4 3 5 6 1 1 1 1 3 1 3 2 1 1 1 1 7 7 1 6 7 6 6 5 6 5 5 7 6 5 4 5 1 3 5 7 6 5 4 5 4 5 5 7 1 1 1 1 7 5 5 7 1 1 1 1 1 5 7 1 6 1 6 5 3 2 1 1 2 6 7 1 1 1 7 1 7 6 7 1 1 1 7 1 7 6 7 2 2 7 1 1 1 3 1 7 7 7 7 1 1 1 1 3 1 4 3 5 7 1 1 1 1 5 4 3 3 2 1 1 1 1 7 7 1 7 7 6 6 5 6 5 5 7 6 5 4 5 1 3 5 7 6 5 4 5 4 5 5 6 1 1 7 1 7 5 5 7 1 1 1 1 1 5 7 1 6 1 6 5 3 2 7 1 2 6 1 1 1 7 1 7 6 7 1 1 1 7 1 7 6 7 1 4
